"time","x","y","z"
18.06,8.36797655285217,11.014998413591,22.5511770862397
18.07,8.55571473062528,11.2690940067901,22.8137265173098
18.08,8.74732853263323,11.5047398961349,23.1102461208391
18.09,8.94118327806011,11.7182514087637,23.4392310572464
18.1,9.13550254169617,11.9058643777547,23.7985948012449
18.11,9.32837519933998,12.0638209781166,24.1856220021796
18.12,9.51776838827713,12.1884725652298,24.5969355471796
18.13,9.70154707493183,12.2763976013478,25.0284827966391
18.14,9.8775006948042,12.3245312438933,25.4755458524829
18.15,10.0433770115755,12.3303015503378,25.9327801423392
18.16,10.1969229366532,12.2917656806474,26.3942844821964
18.17,10.335931572855,12.207738144231,26.8537040930032
18.18,10.4582942248947,12.0779022629322,27.3043658426951
18.19,10.5620555962141,11.9028958185793,27.7394424016253
